epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
104,1471.68,3.31832,2.04853,0.80965,0.20188,0.1946,0.11999,0.03806,3.39538,2.18861,0.80153,0.000507617,0.000507617,0.000507617
105,1486.65,3.3573,2.01839,0.81864,0.2187,0.17701,0.10853,0.03403,3.4074,2.21555,0.80732,0.000505079,0.000505079,0.000505079
106,1501.97,3.31608,2.01189,0.80043,0.23504,0.16801,0.11414,0.0333,3.48756,2.20896,0.80467,0.000502541,0.000502541,0.000502541
107,1517.03,3.34441,2.02546,0.80472,0.23579,0.17828,0.11706,0.03733,3.441,2.1491,0.80599,0.000500004,0.000500004,0.000500004
108,1531.19,3.3194,2.03505,0.80048,0.20842,0.17955,0.11531,0.03347,3.50624,2.18013,0.80285,0.000497466,0.000497466,0.000497466
109,1546,3.31954,2.05563,0.80406,0.22028,0.20021,0.12403,0.03815,3.433,2.16064,0.80013,0.000494928,0.000494928,0.000494928
110,1561.7,3.33877,2.042,0.81402,0.20142,0.18078,0.11636,0.03779,3.37738,2.16855,0.81289,0.000492391,0.000492391,0.000492391
111,1577.52,3.26459,2.00611,0.81038,0.22663,0.18145,0.11993,0.03784,3.3802,2.134,0.81332,0.000489853,0.000489853,0.000489853
112,1591.16,3.28357,1.99351,0.81115,0.22732,0.18714,0.12837,0.04196,3.36384,2.11233,0.81262,0.000487315,0.000487315,0.000487315
113,1606.66,3.31402,1.99232,0.8021,0.20552,0.182,0.12178,0.04094,3.36056,2.16378,0.80923,0.000484778,0.000484778,0.000484778
114,1624.59,3.30415,2.00063,0.80109,0.20158,0.17011,0.11674,0.04,3.37403,2.21164,0.81316,0.00048224,0.00048224,0.00048224
115,1642.41,3.25506,1.99653,0.81576,0.22862,0.17794,0.12531,0.03969,3.38034,2.19619,0.80551,0.000479702,0.000479702,0.000479702
116,1660.12,3.23624,1.98401,0.81033,0.22466,0.17241,0.11901,0.03649,3.39175,2.14023,0.80718,0.000477165,0.000477165,0.000477165
117,1676.78,3.29505,1.97243,0.80461,0.20347,0.18573,0.11656,0.03509,3.40273,2.12511,0.80787,0.000474627,0.000474627,0.000474627
118,1694.12,3.30273,2.00671,0.80871,0.23578,0.17925,0.11876,0.03512,3.39224,2.12817,0.80577,0.000472089,0.000472089,0.000472089
119,1710.04,3.23859,1.98111,0.81657,0.21912,0.18091,0.1171,0.0347,3.3836,2.11356,0.80579,0.000469551,0.000469551,0.000469551
120,1726.83,3.26281,1.986,0.81829,0.24364,0.18066,0.12035,0.03831,3.40035,2.12735,0.80157,0.000467014,0.000467014,0.000467014
121,1745.11,3.29436,2.00271,0.79962,0.25578,0.17881,0.12008,0.03701,3.39984,2.12601,0.80314,0.000464476,0.000464476,0.000464476
122,1761.15,3.28953,2.00256,0.80895,0.23429,0.17643,0.11279,0.03482,3.39144,2.11969,0.80777,0.000461938,0.000461938,0.000461938
123,1778.7,3.28654,1.99088,0.80843,0.22714,0.18502,0.11785,0.03795,3.37114,2.13516,0.81886,0.000459401,0.000459401,0.000459401
124,1795.39,3.29334,1.98812,0.79546,0.24505,0.17331,0.12075,0.03798,3.36546,2.13745,0.81685,0.000456863,0.000456863,0.000456863
125,1807.02,3.33483,1.98976,0.79179,0.24092,0.1715,0.11757,0.03734,3.36752,2.11811,0.81231,0.000454325,0.000454325,0.000454325
126,1814.12,3.33632,1.99794,0.79777,0.23228,0.17815,0.12144,0.0391,3.36581,2.12153,0.81431,0.000451787,0.000451787,0.000451787
127,1821.23,3.26936,2.02195,0.81433,0.24362,0.18678,0.11997,0.03742,3.39208,2.15546,0.8238,0.00044925,0.00044925,0.00044925
128,1837.23,3.31506,2.01422,0.80182,0.21344,0.17934,0.11709,0.03683,3.40628,2.20564,0.81776,0.000446712,0.000446712,0.000446712
129,1853.63,3.28963,1.96298,0.7959,0.2024,0.17798,0.11633,0.03641,3.40666,2.16531,0.81864,0.000444174,0.000444174,0.000444174
130,1869.73,3.25958,1.94865,0.81583,0.21173,0.17802,0.11678,0.03651,3.39592,2.12872,0.81549,0.000441637,0.000441637,0.000441637
131,1886.17,3.26365,1.96236,0.79744,0.2349,0.17453,0.11791,0.03627,3.36863,2.12593,0.81142,0.000439099,0.000439099,0.000439099
132,1903.13,3.22657,1.97526,0.80561,0.2418,0.1762,0.11646,0.03746,3.3777,2.15883,0.80633,0.000436561,0.000436561,0.000436561
133,1921.75,3.2422,1.96337,0.80813,0.21264,0.18743,0.12085,0.03806,3.39889,2.1483,0.80623,0.000434024,0.000434024,0.000434024
134,1939.03,3.22648,1.94467,0.80705,0.34137,0.18082,0.11838,0.03683,3.39561,2.11879,0.80265,0.000431486,0.000431486,0.000431486
135,1950.12,3.33386,1.97336,0.79649,0.24866,0.17912,0.11467,0.0362,3.40244,2.14066,0.80762,0.000428948,0.000428948,0.000428948
136,1962.18,3.33614,1.99637,0.79079,0.24771,0.18939,0.11819,0.03627,3.3859,2.09145,0.80312,0.000426411,0.000426411,0.000426411
137,1977.56,3.30642,1.95961,0.79415,0.26461,0.1794,0.11758,0.03734,3.39284,2.09856,0.80243,0.000423873,0.000423873,0.000423873
138,1992.02,3.22491,1.94232,0.81009,0.28446,0.17758,0.12044,0.03483,3.44225,2.16328,0.80861,0.000421335,0.000421335,0.000421335
139,2001.04,3.24491,1.94179,0.80505,0.22573,0.17544,0.11669,0.03475,3.40241,2.14854,0.81418,0.000418797,0.000418797,0.000418797
140,2010.97,3.25296,1.9318,0.80916,0.29318,0.17958,0.11772,0.03595,3.3634,2.11341,0.81819,0.00041626,0.00041626,0.00041626
141,2018.01,3.21721,1.91749,0.79877,0.24309,0.1878,0.1191,0.03646,3.35603,2.11261,0.82015,0.000413722,0.000413722,0.000413722
142,2023.95,3.22305,1.91604,0.80635,0.2135,0.18303,0.12124,0.03777,3.36221,2.14916,0.8179,0.000411184,0.000411184,0.000411184
143,2029.82,3.24781,1.93993,0.79749,0.22805,0.19794,0.12789,0.03826,3.42636,2.13249,0.80737,0.000408647,0.000408647,0.000408647
144,2035.69,3.3051,1.95353,0.79111,0.20675,0.18557,0.12067,0.03781,3.39288,2.13686,0.80477,0.000406109,0.000406109,0.000406109
145,2041.49,3.25395,1.96543,0.80617,0.23376,0.17382,0.11638,0.03771,3.38481,2.15474,0.80748,0.000403571,0.000403571,0.000403571
146,2049.22,3.21581,1.91605,0.80671,0.25924,0.17447,0.11631,0.03846,3.38467,2.12571,0.8137,0.000401033,0.000401033,0.000401033
147,2055.7,3.21988,1.93801,0.8097,0.25294,0.17607,0.11759,0.03708,3.38944,2.13874,0.81907,0.000398496,0.000398496,0.000398496
148,2061.93,3.22699,1.92008,0.80239,0.21369,0.18118,0.11441,0.03629,3.40196,2.18411,0.81591,0.000395958,0.000395958,0.000395958
149,2072.94,3.26012,1.94225,0.81229,0.25694,0.16964,0.11801,0.03761,3.3919,2.16878,0.81256,0.00039342,0.00039342,0.00039342
150,2084.42,3.23742,1.94037,0.80159,0.24477,0.17515,0.12272,0.03626,3.39756,2.14665,0.81108,0.000390883,0.000390883,0.000390883
151,2097.44,3.19596,1.91518,0.80467,0.25466,0.18098,0.12045,0.03538,3.40435,2.13531,0.80716,0.000388345,0.000388345,0.000388345
152,2109.84,3.22304,1.87461,0.79774,0.24471,0.17803,0.11406,0.03475,3.40637,2.16872,0.8136,0.000385807,0.000385807,0.000385807
153,2119.92,3.21012,1.89513,0.80096,0.24944,0.18566,0.12054,0.03707,3.39828,2.13871,0.80893,0.00038327,0.00038327,0.00038327
154,2130.29,3.21752,1.89902,0.78991,0.23774,0.18193,0.12354,0.03572,3.4037,2.13547,0.80073,0.000380732,0.000380732,0.000380732
155,2141.86,3.26525,1.93248,0.79795,0.24089,0.18124,0.11969,0.03426,3.39286,2.17204,0.80406,0.000378194,0.000378194,0.000378194
156,2152.76,3.21177,1.90849,0.80252,0.23618,0.18331,0.12019,0.03507,3.38212,2.12265,0.81262,0.000375656,0.000375656,0.000375656
157,2160.58,3.26217,1.90451,0.803,0.24275,0.18133,0.11904,0.03741,3.37237,2.11034,0.81197,0.000373119,0.000373119,0.000373119
158,2169.16,3.25823,1.90304,0.78557,0.25077,0.18112,0.12028,0.03734,3.3716,2.12024,0.80875,0.000370581,0.000370581,0.000370581
159,2179.46,3.1495,1.85946,0.80784,0.25202,0.1687,0.11832,0.03784,3.37753,2.10555,0.81556,0.000368043,0.000368043,0.000368043
160,2190.33,3.23223,1.88814,0.7928,0.21118,0.20133,0.12269,0.03561,3.43604,2.15282,0.80515,0.000365506,0.000365506,0.000365506
161,2201.03,3.25724,1.9152,0.78869,0.20314,0.19055,0.11652,0.03463,3.48137,2.18618,0.80071,0.000362968,0.000362968,0.000362968
162,2211.58,3.2522,1.90325,0.79461,0.22866,0.18694,0.11816,0.03655,3.42722,2.12221,0.80146,0.00036043,0.00036043,0.00036043
